Cell,Z_start,Z_end,X_start,X_end
1,-9.575396825396826,-3.6190476190476195,-4.45945945945946,4.5
2,-3.5436507936507944,-0.15079365079365203,-0.20270270270270263,4.418918918918919
3,-3.5436507936507944,-0.15079365079365203,-4.54054054054054,-1.7027027027027026
4,-0.07539682539682602,9.273809523809522,-4.45945945945946,4.5
