Cell,Z_start,Z_end,X_start,X_end
1,-9.5,-4.318181818181818,-4.459641255605381,4.459641255605382
2,-4.243083003952569,-0.4130434782608692,-4.459641255605381,-0.14125560538116577
3,-4.243083003952569,-0.4130434782608692,1.9977578475336317,4.459641255605382
4,-0.33794466403162104,9.274703557312254,-4.459641255605381,4.459641255605382
