Cell,Z_start,Z_end,X_start,X_end
1,-4.989285714285715,-3.928571428571429,-2.4279279279279278,2.45
2,-3.8892857142857142,-0.9821428571428572,0.573873873873874,2.405855855855856
3,-3.8892857142857142,-0.9821428571428572,-2.4720720720720717,-0.8166666666666664
4,-0.9428571428571431,4.832142857142856,-2.4279279279279278,2.45
